1.06,0.20,11.10
1.10,0.24,11.06
1.14,0.20,11.18
1.10,0.20,11.10
1.06,0.20,11.02
1.10,0.16,11.10
1.14,0.20,11.06
1.14,0.16,11.10
1.10,0.27,11.10
1.10,0.16,11.14
1.10,0.20,11.10
1.10,0.16,11.14
1.14,0.20,11.10
1.10,0.20,11.14
1.14,0.20,11.10
1.10,0.20,11.14
1.14,0.16,11.14
1.10,0.16,11.06
1.10,0.16,11.06
1.10,0.24,11.10
1.14,0.20,11.02
1.10,0.20,11.14
1.14,0.24,11.10
1.14,0.20,11.18
1.10,0.20,11.10
1.10,0.20,11.10
1.10,0.20,11.02
1.14,0.16,11.06
1.10,0.24,11.14
1.10,0.16,11.10
1.18,0.20,11.10
1.18,0.27,11.06
1.10,0.04,11.53
0.98,0.12,11.14
0.86,0.35,11.45
1.10,0.12,11.34
1.22,0.20,10.87
1.10,0.24,11.18
1.18,0.24,10.98
1.06,0.24,11.10
1.14,0.27,11.06
1.10,0.20,11.18
1.10,0.20,11.38
1.06,0.20,11.30
1.10,0.27,10.98
1.10,0.31,10.94
1.10,0.12,11.10
1.10,0.20,11.34
1.06,0.24,11.06
1.14,0.27,11.06
1.14,0.20,11.02
1.14,0.16,11.14
1.10,0.20,11.22
1.10,0.27,11.14
1.06,0.20,11.22
1.10,0.24,10.98
1.06,0.24,11.06
1.18,0.24,11.14
1.10,0.27,11.10
1.18,0.27,10.83
1.10,0.20,11.30
1.14,0.24,11.02
1.06,0.31,11.02
1.10,0.08,11.45
1.14,0.35,11.14
0.98,0.24,11.26
1.14,0.08,11.38
0.94,0.24,11.41
1.33,0.43,10.75
1.33,0.31,10.83
0.98,0.24,10.71
0.98,0.08,11.38
1.06,0.47,11.02
1.06,0.20,10.75
1.06,0.16,10.98
0.98,0.16,11.34
1.10,0.24,11.10
1.14,0.20,11.22
1.10,0.20,11.18
1.06,0.20,11.41
1.10,0.12,11.06
1.10,0.20,10.98
1.02,0.24,11.49
1.37,0.39,10.94
1.10,0.16,10.83
1.29,0.12,11.38
1.18,0.47,10.63
1.06,0.51,10.51
1.29,0.12,11.22
1.10,0.16,11.41
1.14,0.27,11.41
1.06,0.24,11.38
1.18,0.27,10.90
1.10,0.24,11.06
1.10,0.08,11.14
1.10,0.20,11.49
1.14,0.27,11.10
1.14,0.20,11.06
1.06,0.31,11.18
1.06,0.20,11.26
1.18,0.24,10.94
1.10,0.20,11.10
1.10,0.39,10.83
1.06,0.12,11.34
1.10,0.24,11.10
1.10,0.20,11.10
1.10,0.24,11.06
1.26,0.00,11.85
0.98,0.63,11.38
0.67,0.78,10.59
0.94,-1.14,14.32
1.57,0.43,11.10
0.47,0.12,11.30
1.14,0.51,10.79
1.26,0.35,11.02
0.82,0.04,11.45
1.33,0.39,10.79
0.98,-0.08,11.57
1.22,0.47,10.87
1.02,0.27,11.26
